client_id,start,step_1,step_2,step_3,confirm
81119,1,1,1,0,0
81303,1,1,1,1,1
81720,1,1,1,1,1
82206,1,1,1,1,1
82560,1,0,0,0,0
82772,1,1,1,1,1
83507,1,1,1,1,1
83585,1,1,1,1,1
83795,1,1,1,1,1
84464,1,1,1,1,1
84596,1,0,0,0,0
84658,1,1,1,1,1
84976,1,1,1,1,1
86035,1,1,1,1,1
86780,1,1,1,0,0
86877,1,1,1,1,1
87424,1,1,1,1,1
87449,1,1,1,1,1
87915,1,1,1,0,0
88986,1,1,0,0,0
89039,1,1,1,1,1
89257,1,0,0,0,0
89604,1,1,1,1,1
89693,1,1,1,1,1
89812,1,0,0,0,0
89959,1,1,1,1,1
90324,1,1,1,1,1
90360,1,1,1,1,1
90383,1,0,0,0,0
91110,1,1,1,1,1
91254,1,1,1,1,1
91443,1,1,1,1,1
91633,1,1,1,1,1
92066,1,1,1,1,1
92137,1,1,1,1,1
92665,1,1,1,1,0
92864,1,1,0,0,0
93137,1,1,1,1,1
93370,1,0,0,0,0
93480,1,1,1,1,1
93610,1,1,1,1,1
93751,1,1,1,1,0
93870,1,1,1,1,1
93915,1,1,1,1,1
94234,1,1,1,1,0
94552,1,1,1,1,0
94662,1,1,1,1,0
94767,1,1,1,1,1
94914,1,0,0,0,0
95035,1,1,1,1,1
95199,1,1,1,1,1
95453,1,1,1,1,1
96190,1,1,1,1,1
96787,1,1,1,1,1
97147,1,1,1,0,0
97424,1,1,1,1,1
97590,1,1,1,1,1
98248,1,1,0,0,0
98337,1,1,1,1,1
99208,1,1,1,1,1
100118,1,0,0,0,0
100250,1,1,1,1,1
100940,1,1,1,0,0
101220,1,0,0,0,0
102884,1,1,1,0,0
103622,1,1,1,1,1
103627,1,1,1,1,1
103669,1,1,1,1,1
104190,1,1,0,0,0
104643,1,0,0,0,0
104972,1,1,1,1,1
106102,1,0,0,0,0
106137,1,1,0,0,0
106501,1,1,1,1,1
108419,1,1,1,1,1
108892,1,1,1,1,1
109662,1,1,1,1,1
110028,1,1,1,1,1
110212,1,1,1,1,1
110288,1,0,0,0,0
110772,1,1,1,1,1
111162,1,1,0,0,0
112766,1,1,1,1,1
113597,1,1,0,0,0
113852,1,1,1,1,1
113903,1,1,0,0,0
113951,1,1,1,1,1
113964,1,0,0,0,0
114542,1,1,1,1,1
115163,1,1,1,1,1
115570,1,1,1,1,1
115839,1,0,0,0,0
116248,1,1,0,0,0
116384,1,1,1,1,1
117032,1,1,1,1,1
117276,1,1,1,1,1
117457,1,1,1,1,1
117520,1,1,1,1,1
117916,1,1,1,1,1
118446,1,1,1,1,1
118576,1,1,1,0,0
118966,1,1,1,1,1
119006,1,1,1,0,0
119599,1,1,1,0,0
119634,1,1,1,1,1
120089,1,1,1,1,1
120351,1,1,1,1,1
120660,1,1,1,1,1
120830,1,1,1,1,1
121029,1,1,1,1,1
121238,1,1,1,1,1
121354,1,1,1,1,1
121536,1,1,1,1,0
121672,1,1,1,1,1
122093,1,1,1,1,0
122526,1,1,1,1,1
122790,1,1,1,1,1
123311,1,1,1,1,1
123853,1,0,0,0,0
124614,1,1,1,1,1
124646,1,1,0,0,0
125124,1,1,1,1,0
125750,1,1,1,0,0
126259,1,1,1,1,1
126288,1,1,1,1,1
126524,1,1,1,1,1
126758,1,1,1,1,1
126853,1,1,1,1,1
127331,1,1,1,1,1
127396,1,1,1,1,1
127825,1,1,1,1,1
127921,1,1,1,1,1
128230,1,1,1,1,1
128919,1,1,1,1,1
130452,1,1,1,1,1
130952,1,1,1,1,1
131973,1,0,0,0,0
133096,1,1,1,1,1
133340,1,1,1,1,0
133394,1,1,1,1,1
133742,1,1,1,1,1
133779,1,1,0,0,0
134164,1,0,0,0,0
134282,1,1,1,1,1
135254,1,1,1,1,0
135917,1,1,1,1,1
135969,1,1,1,1,1
136873,1,0,0,0,0
136978,1,1,1,1,1
137016,1,1,1,1,1
137061,1,1,1,1,1
137412,1,1,1,1,1
137555,1,1,1,1,1
137781,1,1,1,0,0
137816,1,1,1,1,1
137933,1,0,0,0,0
138002,1,1,1,1,1
138741,1,1,1,1,1
138790,1,1,1,1,1
139808,1,1,1,1,1
139872,1,1,0,0,0
139979,1,1,1,1,1
139996,1,0,0,0,0
140020,1,1,1,1,1
140683,1,1,1,1,1
141417,1,1,1,1,1
141643,1,1,1,1,1
142351,1,1,1,1,0
142695,1,0,0,0,0
143267,1,1,1,1,1
143271,1,1,1,1,1
145106,1,1,1,1,1
145810,1,1,1,1,1
146072,1,1,1,1,1
146390,1,1,1,1,1
146579,1,1,1,1,1
147852,0,0,0,0,1
148217,1,1,1,1,1
148347,1,1,1,1,1
148369,1,1,1,1,1
148391,1,1,1,1,1
148448,1,1,1,1,1
148850,1,1,1,1,1
149108,1,1,1,1,1
149192,1,1,1,1,0
149265,1,1,0,0,0
149635,1,1,1,1,0
150095,1,1,1,1,1
151250,1,1,1,1,0
151897,1,1,1,1,1
152661,1,1,1,1,1
154143,1,1,1,1,1
154147,1,1,1,1,1
154782,1,1,1,1,0
154809,1,1,1,1,1
156105,1,1,1,1,1
157106,1,1,1,1,1
157209,1,1,1,1,1
158047,1,1,1,1,1
158141,1,1,1,1,1
158201,1,1,1,0,0
159558,1,1,1,1,1
159687,1,1,1,1,1
159728,1,1,1,0,0
159875,1,1,1,1,1
159908,1,1,0,0,0
159970,1,1,0,0,0
160144,1,1,1,1,1
160654,1,1,1,1,1
160741,1,1,1,1,1
161440,1,1,1,1,1
161771,1,1,1,1,1
162127,1,1,1,1,1
162388,1,1,1,0,0
162867,1,0,0,0,0
162894,1,1,1,1,1
163907,1,1,1,1,1
164324,1,1,1,0,0
165765,1,1,1,1,1
165900,1,1,1,1,1
166017,1,1,1,1,1
166154,1,1,1,0,0
166315,1,1,1,1,1
168266,1,1,1,1,1
168539,1,1,1,1,1
168989,1,1,1,1,1
169185,1,1,1,1,1
169560,1,1,1,1,0
169620,1,1,1,1,1
169784,1,1,1,0,0
170383,1,1,1,1,1
170462,1,1,0,0,0
170798,1,1,1,1,1
171096,1,1,1,1,1
171484,1,1,1,1,1
171492,1,1,1,1,1
171583,1,1,1,1,1
171597,1,1,1,1,1
171971,1,1,1,1,1
172422,1,1,1,1,0
172858,1,1,1,1,1
174238,1,1,1,1,1
174244,1,1,1,1,1
175625,1,1,1,1,0
175752,1,1,1,1,1
175907,1,1,0,0,0
176114,1,1,1,1,1
176963,1,1,1,1,1
176966,1,1,1,1,1
177765,1,1,1,1,1
178125,1,1,1,1,1
178214,1,1,1,1,1
179119,1,1,1,1,1
179358,1,1,1,0,0
179667,1,1,0,0,0
180425,1,1,1,1,1
181125,1,1,1,1,1
181254,1,1,1,1,1
182074,1,1,1,1,1
182739,1,1,1,1,1
183077,1,1,1,1,1
183720,1,1,1,1,1
184127,1,1,1,1,1
184216,1,1,1,1,1
184396,1,1,1,0,0
184701,1,1,1,1,1
185096,1,1,1,1,1
185675,1,1,1,1,1
185963,1,1,1,1,1
186550,1,0,0,0,0
186857,1,1,1,1,1
187308,1,1,1,1,0
187326,1,0,0,0,0
187498,1,1,1,1,1
187547,1,1,1,1,1
187902,1,1,1,0,0
189572,1,1,1,1,1
190001,1,1,1,1,1
190246,1,1,1,1,1
190580,1,1,1,1,1
190598,1,1,1,1,1
191300,1,1,1,1,0
191619,1,1,1,1,1
191877,1,1,1,1,1
192049,1,1,1,0,0
192160,1,0,0,0,0
192386,1,0,0,0,0
192518,1,1,1,1,1
192577,1,1,1,1,1
192654,1,0,0,0,0
192775,1,1,0,0,0
193111,1,1,1,1,1
193303,1,1,1,1,1
193305,1,1,1,1,1
193457,1,1,1,1,1
194066,1,1,1,0,0
194470,1,0,0,0,0
194784,1,1,1,1,1
194816,1,1,1,1,0
195080,1,1,1,1,1
195166,1,1,1,1,1
195455,1,1,1,1,0
195655,1,1,1,1,1
196531,1,1,1,1,0
196635,1,1,1,1,1
196988,1,1,1,0,0
197374,1,1,1,1,1
197560,1,1,1,1,1
197793,1,1,1,1,1
198652,1,1,1,1,1
198935,1,1,1,1,1
199386,1,1,1,1,1
200308,1,1,0,0,0
200598,1,1,1,1,1
200648,1,1,1,1,0
200698,1,1,1,1,1
200707,1,1,1,1,1
201394,1,1,1,1,1
201447,1,1,1,1,1
201641,1,1,1,1,1
201846,1,1,0,0,0
201909,1,1,1,1,1
202371,1,1,1,1,1
202973,1,1,1,1,1
203027,1,1,1,1,1
203223,1,1,1,1,1
203500,1,0,0,0,0
203797,1,0,0,0,0
204445,1,1,1,1,1
204784,1,1,1,1,1
204888,1,1,1,1,1
205273,1,1,1,1,1
205429,1,1,1,1,1
205563,1,1,1,1,1
206428,1,1,1,1,1
206871,1,1,1,1,0
207109,1,1,1,1,0
207261,1,1,1,1,1
207387,1,1,1,1,0
207455,1,0,0,0,0
208156,1,1,1,1,1
208505,1,1,1,1,1
208525,1,1,1,0,0
208784,1,1,1,1,1
209099,1,1,1,1,1
209462,1,1,1,1,1
210140,1,1,1,1,1
210141,1,1,1,1,1
210180,1,1,1,1,0
210667,1,1,1,1,1
211023,1,1,1,1,1
211380,1,1,0,0,0
211694,1,1,1,1,1
212654,1,1,1,1,1
213006,1,1,1,0,0
214083,1,1,1,0,0
214667,1,0,0,0,0
215411,1,1,1,1,1
215661,1,1,1,1,1
217308,1,1,1,1,1
217547,1,1,1,1,1
217761,1,0,0,0,0
217950,1,0,0,0,0
218589,1,1,1,1,1
218777,1,1,1,1,1
219038,1,1,0,0,0
219207,1,1,0,0,0
219592,1,1,1,1,1
219882,1,0,0,0,0
219909,1,1,1,1,1
220061,1,1,0,0,0
220594,1,1,1,1,1
221092,1,1,1,1,1
221296,1,1,1,1,1
221385,1,1,1,1,1
221779,1,1,1,1,1
222111,1,1,1,1,1
222973,1,1,0,0,0
223802,1,1,0,0,0
224773,1,1,0,0,0
226198,1,1,1,1,1
226818,1,1,1,1,1
226853,1,1,1,1,1
227588,1,1,1,1,1
227610,1,1,1,1,1
227631,1,1,1,1,1
227805,1,1,1,1,1
228465,1,1,1,1,1
228538,1,1,1,1,0
228662,1,1,1,1,1
228758,1,1,0,0,0
228783,1,1,0,0,0
228868,1,1,1,1,1
229123,1,1,1,1,1
229490,1,1,1,1,1
229522,1,1,1,1,1
229800,1,1,1,1,1
230423,1,1,1,1,1
230538,1,1,1,1,1
230551,1,1,1,1,0
231622,1,1,1,0,0
231804,1,1,1,0,0
233145,1,1,1,1,1
233312,1,1,1,1,1
233344,1,1,1,1,1
233391,1,1,1,1,1
233429,1,1,1,1,1
233796,1,1,1,1,0
234014,1,1,1,1,1
234316,1,1,1,1,1
234619,1,1,1,1,1
235037,1,1,1,1,1
235156,1,1,0,0,0
235342,1,1,1,1,1
236511,1,1,1,1,1
236696,1,1,1,1,1
237072,1,0,0,0,0
237511,1,1,1,1,1
237611,1,1,1,1,1
237686,1,0,0,0,0
238091,1,1,1,1,1
239127,1,1,1,1,1
239291,1,1,1,1,1
239465,1,1,1,1,0
240560,1,1,1,1,1
241085,1,1,1,1,1
242197,1,1,1,1,1
242235,1,1,1,1,1
242576,1,1,1,1,1
243705,1,1,1,1,1
244011,1,1,1,1,1
244283,1,0,0,0,0
244487,1,1,1,1,1
244941,1,1,1,1,1
245312,1,1,1,1,0
246429,1,1,1,1,1
246710,1,1,1,1,1
246812,1,1,1,1,1
246901,1,1,1,1,1
246922,1,0,0,0,0
247960,1,1,1,1,1
248317,1,1,1,1,1
248426,1,1,1,1,0
248531,1,1,1,1,1
248569,1,1,1,1,1
249632,1,1,1,1,1
250645,1,1,1,1,1
250924,1,1,1,1,1
251414,1,1,1,1,1
251519,1,0,0,0,0
251748,1,1,1,1,1
252667,1,1,1,1,1
252898,1,1,1,1,1
253049,1,1,1,1,1
253211,1,1,1,1,0
253639,1,1,1,1,1
254302,1,1,1,1,1
254417,1,1,1,1,1
254505,1,1,1,1,1
254604,1,1,1,1,1
254955,1,1,1,1,1
256277,1,1,1,1,1
256325,1,0,0,0,0
257116,1,1,1,1,1
257259,1,1,1,1,1
257347,1,1,1,0,0
257840,1,1,1,1,1
257907,1,1,1,1,1
258144,1,1,1,1,1
258243,1,0,0,0,0
258909,1,1,1,1,1
259228,1,1,1,1,1
259331,1,1,1,0,0
259817,0,0,1,1,1
260044,1,1,1,1,1
260336,1,1,1,1,1
260668,1,1,1,1,1
260727,1,1,1,1,1
260843,1,1,1,1,1
261325,1,1,0,0,0
261785,1,0,0,0,0
261852,1,1,1,1,1
262503,1,1,1,1,1
262702,1,1,1,1,1
263177,1,1,1,1,0
263861,1,1,1,1,1
264049,1,1,1,1,1
265126,1,1,0,0,0
265715,1,1,1,1,1
266232,1,1,1,1,1
266315,1,1,1,0,0
266404,1,1,1,1,1
266896,1,0,0,0,0
267341,1,1,1,1,1
267391,1,1,1,1,1
267551,1,0,0,0,0
267928,1,1,1,1,1
268415,1,1,1,1,1
269529,1,1,1,1,1
269660,1,1,1,1,1
269751,1,1,0,0,0
270013,1,1,1,1,1
270173,1,1,1,1,1
270539,1,1,1,1,1
271343,1,1,1,1,1
271840,1,1,1,1,0
272484,1,0,0,0,0
273469,1,1,1,1,1
273721,1,1,1,1,0
274416,1,1,0,0,0
274476,1,1,1,1,1
275144,1,1,1,1,1
275210,1,1,1,1,1
275288,1,1,1,1,0
276792,1,1,1,1,1
277068,1,1,1,1,1
278017,1,1,1,1,1
278457,1,1,1,1,1
278839,1,1,0,0,0
279311,1,1,1,0,0
279675,1,1,1,1,1
279718,1,1,1,1,0
279820,1,0,0,0,0
280389,1,1,1,1,1
280881,1,1,1,1,1
281095,1,1,1,1,1
281100,1,1,1,1,1
283127,1,1,1,1,1
283311,1,1,1,1,0
283734,1,1,1,1,1
283840,1,1,1,1,1
284427,1,1,1,1,1
284562,1,1,1,0,0
284648,1,1,1,1,1
285338,1,1,1,1,1
286645,1,1,1,1,1
286837,1,1,1,1,1
286957,1,1,1,1,1
287010,1,1,1,1,1
287195,1,1,1,1,1
287360,1,1,1,1,1
287817,1,1,1,1,1
288973,1,1,1,0,0
289716,1,0,0,0,0
289799,1,0,0,0,0
292316,1,0,0,0,0
292583,1,1,1,1,1
292742,1,1,1,1,1
292788,1,1,1,1,1
293075,1,1,1,1,1
293082,1,0,0,0,0
294034,1,1,1,1,1
294956,1,1,1,1,1
295552,1,1,1,1,1
295651,1,1,1,1,0
295858,1,1,1,1,1
296131,1,1,1,1,1
296314,1,1,1,1,1
296402,1,0,0,0,0
297253,1,1,1,1,1
297511,1,1,1,1,1
297721,1,1,1,1,1
297788,1,1,1,1,1
297959,1,0,0,0,0
298590,1,1,1,1,0
298708,1,1,1,1,1
298786,1,1,1,1,1
300527,1,1,1,1,1
300899,1,1,1,0,0
301165,1,1,1,1,1
301637,1,1,1,1,1
301969,1,1,1,1,1
302083,1,1,1,1,1
302140,1,1,1,1,1
303136,1,1,1,1,1
303432,1,1,1,1,1
303497,1,1,1,1,1
303551,1,1,0,0,0
303920,1,1,1,1,1
304434,1,1,0,0,0
304915,1,1,1,1,1
305028,1,1,1,1,1
305251,1,1,1,1,1
305648,1,1,1,1,1
306118,1,1,1,1,1
306459,1,1,1,1,1
306592,1,1,1,1,1
307881,1,1,1,1,1
308060,1,1,1,1,1
308167,1,1,1,1,1
308531,1,1,1,1,1
308702,1,1,0,0,0
309009,1,1,1,1,1
309302,1,1,1,1,0
309362,1,1,1,1,1
309480,1,1,1,0,0
309846,1,1,1,0,0
310181,1,1,1,1,1
310446,1,1,1,0,0
310644,1,1,1,0,0
310721,1,1,1,1,1
311251,1,1,1,1,1
312042,1,1,1,1,1
312131,1,1,1,1,0
312199,1,1,1,1,1
312781,1,1,1,1,1
312887,1,1,1,1,1
313570,1,1,1,1,1
313591,1,1,1,1,1
314189,1,1,1,1,1
314209,1,1,1,1,1
314673,1,1,1,1,1
315324,1,1,1,1,1
316017,1,1,1,1,1
316514,1,1,1,1,1
316989,1,1,1,1,1
317351,1,1,1,1,1
317438,1,1,1,1,0
317713,1,1,0,0,0
317857,1,1,0,0,0
318535,1,1,1,1,1
318680,1,0,0,0,0
318831,1,1,1,1,0
318849,1,1,1,1,1
318876,1,1,1,1,1
318888,1,1,1,1,0
319514,1,1,1,1,1
319618,1,1,1,1,1
319648,1,1,1,1,1
319800,1,0,0,0,0
320094,1,1,1,1,1
320321,1,1,1,1,1
320617,1,1,1,1,1
320798,1,1,0,0,0
320868,1,1,0,0,0
321523,1,1,1,1,1
321755,1,0,0,0,0
322007,1,1,1,1,1
322785,1,1,1,1,0
323628,1,1,0,0,0
323720,1,1,1,1,1
323753,1,1,1,1,1
323999,1,1,1,1,1
324094,1,1,1,1,1
325933,1,1,1,1,1
326204,1,0,0,0,0
326512,1,1,1,1,0
326613,1,1,1,1,0
326707,1,1,1,1,0
327362,1,1,1,0,0
327511,1,1,1,1,1
327520,1,1,0,0,0
327539,1,1,1,1,1
327568,1,1,1,1,1
329062,1,1,1,1,1
329574,1,1,1,1,1
329730,1,1,1,1,1
330035,1,1,1,1,1
331139,1,1,1,1,1
331166,1,1,0,0,0
332101,1,1,1,1,1
332287,1,1,1,1,1
332658,1,1,1,1,1
333023,1,1,1,1,1
333321,1,1,1,0,0
333392,1,1,1,1,1
333744,1,1,1,1,0
334181,1,1,1,1,1
334242,1,0,0,0,0
334362,1,1,1,0,0
334785,1,0,0,0,0
335335,1,1,1,1,1
335786,1,1,1,1,0
335913,1,1,1,0,0
336265,1,1,1,1,1
336421,1,0,0,0,0
336903,1,1,1,1,0
337421,1,1,1,1,1
337878,1,1,1,1,1
338292,1,1,1,1,1
338607,1,1,1,1,1
339258,1,1,0,0,0
339684,1,1,1,1,1
340192,1,1,1,1,1
340426,1,0,0,0,0
340480,1,1,1,1,0
340947,1,0,0,0,0
341102,1,1,0,0,0
341409,1,0,0,0,0
341647,1,1,1,1,1
341976,1,1,1,1,1
342070,1,1,0,0,1
342283,1,1,1,1,1
342322,1,1,1,1,1
342757,1,1,1,1,1
343525,1,1,0,0,0
343737,1,0,0,0,0
343935,1,0,0,0,0
344514,1,1,1,1,1
345640,1,1,0,0,0
346406,1,1,1,1,1
346580,1,1,0,0,0
346781,1,1,1,1,1
346805,1,1,1,1,0
347452,1,1,1,1,1
347861,1,1,1,1,1
347874,1,1,1,1,1
349728,1,0,0,0,0
350524,1,1,1,1,1
350673,1,1,1,1,1
351038,1,1,1,1,1
351247,1,1,1,1,1
351479,0,0,1,1,1
351901,1,1,1,1,1
352020,1,1,1,1,1
352172,1,1,1,1,1
352497,1,1,0,0,0
352659,1,0,0,0,0
352713,1,1,0,0,0
353828,1,1,1,1,0
354470,1,1,1,1,0
354541,1,1,1,1,1
357318,1,1,1,1,1
357553,1,1,1,1,1
357583,1,1,1,1,0
358027,1,1,0,0,0
358223,1,1,1,1,1
358285,1,0,0,0,0
358456,1,1,1,1,1
358970,1,0,0,0,0
359316,1,1,1,1,0
359736,1,1,1,1,1
359922,1,1,1,1,1
360674,1,1,1,1,1
361590,1,1,0,0,0
362107,1,1,1,1,1
362727,1,1,1,1,1
363066,1,0,0,0,0
363128,1,1,1,1,1
363451,1,1,1,1,1
363952,1,1,1,1,1
365203,1,1,1,1,1
365420,1,1,1,1,1
365525,1,1,1,1,1
365534,1,1,1,1,1
365845,1,1,1,1,1
366887,1,1,1,1,1
367295,1,1,1,1,1
368396,1,1,1,1,0
368994,1,0,0,0,0
369046,1,1,1,1,1
369222,1,0,0,0,0
369488,0,0,0,0,0
369940,1,1,1,1,1
370021,1,1,1,1,1
370053,1,1,1,1,1
370200,1,1,0,0,0
370201,1,1,1,1,1
370238,1,1,1,1,1
370633,1,1,0,0,0
370659,1,0,0,0,0
370773,1,1,1,1,1
371162,1,1,1,1,1
372126,1,1,1,1,1
372139,1,1,1,1,1
372207,1,1,1,1,1
372517,1,1,1,1,1
372563,1,1,1,1,1
372662,1,1,1,1,1
372697,1,1,0,0,0
372755,1,1,1,1,1
372780,1,1,1,1,1
373190,1,1,1,1,1
373345,1,1,1,1,1
373361,1,1,1,1,1
373376,1,0,0,0,0
373577,1,1,1,0,0
373863,1,1,1,1,1
374585,1,1,1,1,1
374973,1,1,1,1,0
375176,1,1,1,1,1
375257,1,1,1,1,1
375504,1,1,1,1,1
375730,1,1,1,0,0
376294,1,1,1,1,1
376793,1,1,1,1,0
377022,1,0,0,0,0
377178,1,1,0,0,0
377380,1,1,1,1,0
377932,1,0,0,0,0
378018,1,1,0,0,0
378319,1,1,1,1,0
378538,1,0,0,0,0
378556,1,1,1,1,1
378738,1,0,0,0,0
378822,1,1,1,1,0
379863,1,1,1,1,0
380729,1,1,1,0,0
381102,1,1,1,1,1
381660,1,1,1,1,1
381793,1,1,1,1,1
381961,1,1,1,1,0
382031,1,1,0,0,0
382202,1,1,1,1,1
382316,1,1,1,1,1
382317,1,1,0,0,0
382897,1,1,1,1,1
382998,1,1,1,1,1
383009,1,1,1,1,1
383141,1,1,1,1,1
383168,1,1,1,1,1
383373,1,1,0,0,0
383469,1,0,0,0,0
383674,1,1,1,1,1
384132,1,1,1,1,0
385052,1,0,0,0,0
385095,1,0,0,0,0
385337,1,1,1,1,1
385456,1,1,1,1,1
385555,1,1,1,1,0
385802,1,1,1,1,1
386336,1,1,1,1,1
386383,1,1,1,1,1
387539,1,1,1,1,1
387579,1,1,1,1,1
388395,1,1,1,1,1
388801,1,1,1,1,1
389358,1,0,0,0,0
389384,1,1,1,1,1
390635,1,1,1,1,1
390650,1,1,1,1,1
391167,1,1,1,1,0
391209,1,1,1,1,1
391821,1,1,1,1,1
392318,1,0,0,0,0
