client_id,error
113903,0
113951,0
113964,0
114542,0
115163,0
115570,0
115839,0
116248,0
116384,0
117032,1
117276,0
117457,0
117520,0
117916,0
118446,1
118576,0
118966,1
119006,1
119599,1
119634,1
120089,1
120351,0
120660,0
120830,0
121029,0
121238,0
121354,0
121536,0
121672,1
122093,0
122526,1
122790,0
123311,0
123853,0
124614,0
124646,1
125124,1
125750,0
126259,0
126288,0
126524,0
126758,0
126853,0
127331,0
127396,0
127825,0
127921,0
128230,1
128919,0
130452,1
130952,1
131973,0
133096,1
133340,1
133394,1
133742,0
133779,1
134164,0
134282,0
135254,1
135917,0
135969,0
136873,0
136978,0
137016,0
137061,0
137412,0
137555,1
137781,0
137816,0
137933,0
138002,0
138741,0
138790,0
139808,0
139872,0
139979,0
139996,0
140020,0
140683,0
141417,0
141643,0
142351,1
142695,0
143267,0
143271,0
145106,0
145810,1
146072,0
146390,0
146579,0
147852,0
148217,0
148347,0
148369,0
148391,1
148448,0
148850,0
149108,0
149192,1
149265,0
149635,1
150095,1
151250,1
151897,0
152661,0
154143,0
154147,1
154782,1
154809,1
156105,1
157106,0
157209,1
158047,1
158141,0
158201,1
159558,0
159687,1
159728,1
159875,1
159908,1
159970,0
160144,0
160654,0
160741,0
161440,0
161771,0
162127,1
162388,0
162867,0
162894,0
163907,1
164324,0
165765,0
165900,1
166017,0
166154,1
166315,0
168266,0
168539,0
168989,1
169185,0
169560,1
169620,0
169784,0
170383,0
170462,0
170798,1
171096,1
171484,0
171492,0
171583,0
171597,1
171971,0
172422,1
172858,0
174238,0
174244,0
175625,1
175752,1
175907,0
176114,0
176963,1
176966,0
177765,0
178125,0
178214,0
179119,0
179358,1
179667,1
180425,0
181125,1
181254,1
182074,0
182739,0
183077,0
183720,0
184127,0
184216,0
184396,1
184701,0
185096,1
185675,1
185963,1
186550,0
186857,0
187308,0
187326,0
187498,1
187547,1
187902,1
189572,0
190001,1
190246,0
190580,1
190598,0
191300,1
191619,0
191877,0
192049,1
192160,0
192386,0
192518,0
192577,1
192654,0
192775,1
193111,0
193303,0
193305,0
193457,1
194066,0
194470,0
194784,0
194816,1
195080,0
195166,0
195455,1
195655,0
196531,1
196635,0
196988,1
197374,0
197560,0
197793,0
198652,0
198935,0
199386,1
200308,1
200598,0
200648,1
200698,0
200707,0
201394,0
201447,1
201641,0
201846,0
201909,0
202371,1
202973,0
203027,1
203223,0
203500,0
203797,0
204445,0
204784,0
204888,0
205273,0
205429,0
205563,0
206428,1
206871,0
207109,1
207261,1
207387,1
207455,0
208156,1
208505,0
208525,1
208784,0
209099,0
209462,0
210140,0
210141,0
210180,1
210667,0
211023,0
211380,1
211694,1
212654,0
213006,1
214083,1
214667,0
215411,1
215661,0
217308,0
217547,0
217761,0
217950,0
218589,0
218777,0
219038,1
219207,0
219592,0
219882,0
219909,1
220061,0
220594,0
221092,0
221296,0
221385,0
221779,0
222111,0
222973,1
223802,0
224773,0
226198,1
226818,0
226853,0
227588,0
227610,0
227631,0
227805,0
228465,1
228538,0
228662,0
228758,1
228783,0
228868,0
229123,0
229490,0
229522,0
229800,0
230423,1
230538,0
230551,1
231622,1
231804,0
233145,0
233312,0
233344,0
233391,0
233429,0
233796,1
234014,1
234316,0
234619,1
235037,0
235156,1
235342,1
236511,0
236696,1
237072,0
237511,1
237611,0
237686,0
238091,1
239127,0
239291,0
239465,0
240560,1
241085,1
242197,0
242235,0
242576,0
243705,1
244011,0
244283,0
244487,0
244941,1
245312,1
246429,1
246710,0
246812,0
246901,1
246922,0
247960,1
248317,1
248426,0
248531,1
248569,0
249632,0
250645,0
250924,0
251414,1
251519,0
251748,0
252667,1
252898,0
253049,1
253211,0
253639,0
254302,0
254417,0
254505,0
254604,1
254955,0
256277,1
256325,0
257116,0
257259,0
257347,0
257840,0
257907,0
258144,1
258243,0
258909,1
259228,0
259331,1
259817,0
260044,0
260336,0
260668,0
260727,0
260843,0
261325,0
261785,0
261852,1
262503,1
262702,0
263177,0
263861,1
264049,0
265126,1
265715,0
266232,0
266315,1
266404,1
266896,0
267341,0
267391,0
267551,0
267928,1
268415,0
269529,0
269660,1
269751,0
270013,0
270173,0
270539,0
271343,1
271840,1
272484,0
273469,0
273721,1
274416,0
274476,0
275144,0
275210,0
275288,1
276792,0
277068,0
278017,0
278457,0
278839,0
279311,0
279675,0
279718,1
279820,0
280389,0
280881,0
281095,0
281100,1
283127,1
283311,1
283734,1
283840,0
284427,0
284562,1
284648,1
285338,0
286645,0
286837,0
286957,0
287010,1
287195,0
287360,0
287817,1
288973,1
289716,0
289799,0
292316,0
292583,0
292742,0
292788,0
293075,0
293082,0
294034,1
294956,0
295552,1
295651,0
295858,0
296131,1
296314,1
296402,0
297253,1
297511,1
297721,0
297788,0
297959,0
298590,1
298708,1
298786,0
300527,0
300899,1
301165,0
301637,0
301969,1
302083,1
302140,0
303136,0
303432,0
303497,0
303551,0
303920,0
304434,0
304915,0
305028,0
305251,1
305648,0
306118,1
306459,0
306592,1
307881,0
308060,0
308167,0
308531,0
308702,0
309009,0
309302,1
309362,1
309480,1
309846,0
310181,0
310446,0
310644,1
310721,1
311251,0
312042,0
312131,1
312199,0
312781,0
312887,0
313570,0
313591,0
314189,1
314209,0
314673,1
315324,1
316017,1
316514,0
316989,0
317351,0
317438,1
317713,0
317857,1
318535,0
318680,0
318831,1
318849,1
318876,1
318888,1
319514,1
319618,0
319648,0
319800,0
320094,0
320321,0
320617,0
320798,0
320868,1
321523,0
321755,0
322007,1
322785,0
323628,0
323720,0
323753,0
323999,1
324094,0
325933,0
326204,0
326512,1
326613,0
326707,1
327362,1
327511,0
327520,0
327539,0
327568,0
329062,0
329574,0
329730,0
330035,0
331139,0
331166,0
332101,0
332287,0
332658,0
333023,0
333321,1
333392,0
333744,1
334181,1
334242,0
334362,0
334785,0
335335,0
335786,1
335913,1
336265,0
336421,0
336903,1
337421,0
337878,1
338292,0
338607,0
339258,1
339684,1
340192,1
340426,0
340480,1
340947,0
341102,1
341409,0
341647,0
341976,1
342070,0
342283,0
342322,0
342757,0
343525,1
343737,0
343935,0
344514,0
345640,1
346406,0
346580,0
346781,0
346805,1
347452,0
347861,1
347874,0
349728,0
350524,0
350673,0
351038,1
351247,0
351479,0
351901,1
352020,1
352172,0
352497,1
352659,0
352713,0
353828,1
354470,0
354541,1
357318,0
357553,1
357583,0
358027,0
358223,0
358285,0
358456,0
358970,0
359316,1
359736,0
359922,0
360674,0
361590,1
362107,0
362727,0
363066,0
363128,0
363451,0
363952,1
365203,0
365420,0
365525,1
365534,1
365845,1
366887,0
367295,0
368396,1
368994,0
369046,0
369222,0
369488,0
369940,0
370021,0
370053,0
370200,0
370201,1
370238,0
370633,0
370659,0
370773,0
371162,0
372126,1
372139,0
372207,1
372517,0
372563,0
372662,0
372697,0
372755,0
372780,1
373190,1
373345,0
373361,0
373376,0
373577,0
373863,0
374585,1
374973,1
375176,0
375257,1
375504,0
375730,0
376294,0
376793,1
377022,0
377178,0
377380,1
377932,0
378018,0
378319,1
378538,0
378556,1
378738,0
378822,0
379863,1
380729,1
381102,0
381660,1
381793,1
381961,1
382031,0
382202,1
382316,1
382317,0
382897,0
382998,0
383009,0
383141,0
383168,0
383373,0
383469,0
383674,0
384132,1
385052,0
385095,0
385337,0
385456,0
385555,1
385802,1
386336,0
386383,0
387539,1
387579,0
388395,0
388801,0
389358,0
389384,0
390635,0
390650,0
391167,0
391209,0
391821,1
392318,0
392459,0
392725,0
393489,1
394110,0
394311,0
394458,0
394629,0
395018,0
395074,1
395152,1
395302,1
395669,0
395711,0
395960,0
396003,1
396393,0
396549,0
396876,0
397150,1
397852,1
398317,0
398973,1
399211,1
399381,0
399694,0
399707,0
399780,0
401147,1
401260,0
401723,0
401737,0
401964,0
402340,0
402509,0
402984,1
403501,1
403509,0
403735,1
405107,0
405451,0
406039,0
406224,1
406265,1
406877,0
407061,0
407433,0
407759,0
408266,0
408411,1
408478,1
408685,1
409075,0
409332,1
409787,0
409876,0
409987,1
410298,0
410327,0
410421,0
410682,1
410752,0
411442,1
411463,0
411761,0
412025,0
413324,0
414149,0
414245,0
414909,0
415523,1
415987,1
416346,0
416724,0
417113,1
417123,0
417204,1
418569,0
419807,0
419848,1
420495,0
420722,0
420983,1
421097,1
421124,1
421209,0
422464,1
422765,0
423947,1
424206,0
424592,1
425546,1
425578,0
426074,1
426092,1
426901,0
427013,1
427628,0
428109,1
428135,1
428201,0
428852,0
429598,0
429778,1
429805,1
429908,0
430070,0
430101,0
431429,0
431615,0
431626,0
431627,0
431793,1
432607,1
432789,1
433332,0
433417,0
433424,0
433443,0
433498,0
434673,1
434746,1
435340,0
435886,1
436146,0
436352,1
437914,1
438539,0
438560,0
438567,1
438886,0
438935,0
438959,0
439077,0
439963,1
440275,0
440328,0
440483,0
440704,1
440861,1
442079,0
442137,0
442340,0
442772,1
443262,0
443921,0
444644,1
445481,0
445794,1
446390,1
446577,1
447087,1
447850,1
448522,0
449286,0
449421,0
449709,1
450002,1
450423,1
450673,0
451682,0
452359,1
452582,1
452762,0
453226,0
453288,1
453802,1
454749,0
454816,0
455069,0
455078,0
455226,0
455557,1
455589,1
456150,0
456369,0
456416,0
456925,1
457600,1
457784,0
458225,0
458326,0
458670,0
459076,0
459221,1
459234,0
459733,0
460257,0
460269,0
461547,1
461632,1
462526,0
462910,0
463023,1
463029,0
463396,1
463414,0
463459,0
464397,0
464539,1
464733,0
465007,1
465492,0
465525,0
465607,0
465982,1
466140,0
466588,0
467103,1
467229,1
467409,0
467861,0
468090,0
468355,0
468570,1
468776,0
470187,0
470365,1
470897,1
472352,0
472382,1
472754,0
473328,0
473555,1
473638,0
473920,0
475431,0
475544,0
475897,1
475911,0
476642,0
477029,1
477418,0
477656,0
478156,0
478194,0
478688,0
478733,0
478735,1
478808,1
478932,0
480272,0
480393,0
480458,1
480995,0
481268,0
481539,0
481960,1
482558,0
483156,1
483740,0
484134,1
484325,0
484481,1
484640,1
485005,0
485243,1
485353,0
485476,1
486476,0
486527,1
486844,1
487056,0
487098,0
487462,0
487469,1
487803,0
488565,0
488573,1
490151,1
491581,0
491596,1
491746,0
492736,1
493608,1
494367,0
494576,1
494597,0
495241,0
495547,0
496903,0
497019,0
497209,0
497732,0
497746,0
497996,0
498135,1
499699,0
499985,0
500449,0
500483,1
500488,0
501190,0
501214,0
501215,1
501426,1
501472,1
501496,0
502969,0
504667,1
504980,0
505697,1
505918,1
506086,0
506479,0
506615,0
506681,0
507290,1
507618,0
507915,0
508087,0
508099,1
509746,0
510186,0
510497,1
510580,0
510867,1
511272,1
511528,0
511535,0
511678,1
511906,0
511922,0
512588,0
512590,0
513599,0
513785,0
513961,0
514104,0
514533,1
514667,0
515013,0
515976,0
516129,0
516235,1
516409,1
516417,1
516706,1
517105,1
517547,1
517642,1
518727,1
518898,0
520210,0
520530,1
520539,0
520592,0
521225,1
521446,1
522181,0
522187,0
522654,0
522661,0
523263,0
523530,0
523822,0
523965,0
523988,0
524287,1
524455,0
524481,0
524675,0
525448,1
526415,1
526419,1
526939,0
527026,0
527207,0
527708,0
528367,0
528492,0
528600,1
528622,0
529008,0
529230,0
529380,0
529554,0
529710,0
530579,0
530699,1
530883,0
530914,1
530965,0
531737,0
532913,1
533113,0
533116,0
533147,1
533553,0
533703,1
534100,1
535260,0
535436,1
535456,0
535661,0
536024,0
536431,0
536510,0
537200,0
537426,0
537598,0
538291,1
538519,0
538600,0
538801,1
539876,1
540589,0
541015,0
541159,0
541395,1
541976,0
541979,1
542028,1
542047,0
542536,1
543460,0
543787,1
544420,0
544681,0
544943,0
545273,0
545350,0
545449,1
546158,1
546244,0
546281,0
546461,0
549217,0
549253,0
549586,0
549848,0
550126,1
550255,1
550793,1
550960,0
552360,0
552374,0
552481,0
552720,0
552898,1
553313,1
553410,0
553887,0
554244,0
554955,1
555410,0
555975,0
556046,0
556258,1
556488,0
556698,0
557273,0
557311,0
557659,1
557808,1
558109,0
558250,0
558676,1
559432,1
559468,0
559678,0
559937,1
560486,1
560675,1
560810,0
561051,1
561127,0
561499,0
561544,0
561636,0
562145,0
562592,1
562620,0
562776,1
563419,0
563572,0
563663,0
563851,1
564330,0
564529,1
564877,0
566009,1
566137,0
567050,0
567520,1
568021,0
568680,1
568718,1
568724,1
568759,1
568867,1
569235,1
571600,0
571626,1
572142,0
572522,0
572542,0
572617,0
573143,0
573200,0
573355,0
574163,1
574571,1
574728,0
574898,0
575199,0
575804,0
577427,0
577462,1
578735,1
578755,1
578841,0
579500,1
579564,0
580208,1
580395,1
580619,0
580849,1
581041,0
581655,0
582215,1
582327,0
582548,0
582813,0
583024,0
583074,0
583178,1
583807,1
583825,1
584202,0
585261,1
585528,1
585865,1
585872,1
587145,0
587801,1
588254,0
588424,1
589245,0
589292,0
589393,0
590042,0
590304,0
590476,0
590485,0
591018,1
591020,1
591528,0
591597,0
592018,0
592140,1
592544,0
593238,1
593969,0
594139,0
594380,0
594677,0
595691,1
596483,0
596962,1
597136,1
597177,0
597792,0
597966,1
598421,1
598498,0
598976,0
599231,0
599446,0
600087,1
600221,0
600754,0
603774,0
603924,0
604915,0
604991,0
605076,0
605353,0
605382,0
605940,1
606023,0
606139,1
606150,1
606220,1
607561,0
607970,1
608061,0
608170,0
608211,1
608749,1
609258,1
609661,1
609897,0
610116,0
610338,1
610835,0
611108,0
611119,1
611408,0
612452,1
612745,1
613009,1
613420,0
613804,0
613899,1
614008,1
614096,0
614255,0
614469,1
614475,1
614685,0
614865,0
615432,0
616089,1
616093,0
616304,0
617080,0
617785,1
618178,0
618262,0
618322,0
618446,1
618725,0
620094,1
620503,0
620964,1
620994,0
622280,0
622947,0
623607,0
624300,0
625002,0
626185,0
626263,0
626458,1
626494,0
626497,0
626894,0
627034,0
627647,1
627979,0
628058,1
628776,0
628955,0
629229,0
629268,0
629429,0
629539,0
629666,0
630035,1
630446,1
630614,1
631016,1
631274,1
631366,0
632316,0
634072,0
634434,1
635224,0
635356,0
635703,1
635924,0
636219,0
637085,0
637311,0
637919,0
638491,0
638557,0
638751,1
639127,0
639639,1
639727,0
639964,0
640215,0
640378,1
640390,0
640995,0
641409,0
641978,0
643544,0
643735,1
643862,0
644138,1
644449,0
644625,1
644933,1
644936,0
645510,0
647081,0
647450,0
647474,0
647976,0
648881,1
648934,0
649422,0
649624,0
649865,1
650022,0
650176,0
651357,0
651398,1
651801,1
651865,0
651975,0
653009,0
653399,0
654172,0
654622,0
654632,0
655189,0
655223,1
656080,0
656298,0
656489,0
656947,0
657033,0
657787,0
657800,0
657899,0
659371,1
660484,0
660540,0
660556,0
661171,1
663574,0
663690,1
663694,0
663711,0
663873,0
663941,1
664093,0
664106,0
664154,1
664244,0
664340,0
664415,0
664480,0
664972,0
664982,0
665193,0
665645,1
666370,0
666430,0
666879,0
667534,1
667664,0
668529,0
669068,0
669732,0
669787,0
669941,0
670189,1
670602,0
671383,0
671965,0
672250,0
672644,0
673188,0
674617,1
674671,1
674947,0
675111,0
675128,0
675622,1
675753,1
675841,0
676171,0
676187,0
676552,0
676847,0
677546,0
677876,1
678271,0
678292,0
678766,0
679314,0
679865,1
680405,1
681269,1
681368,0
681824,1
682400,1
682949,0
683705,0
684181,0
684515,0
684639,0
684687,1
685752,0
685801,0
688243,0
688347,0
689111,1
689630,0
689808,0
690186,0
690815,0
691929,0
691954,1
692011,0
692204,0
692527,0
692949,1
693101,0
693478,0
693528,0
694071,0
694281,0
694381,0
694873,1
695200,1
695211,0
695585,1
695704,1
696399,0
697179,1
697367,0
697632,0
698029,1
698266,0
698440,0
698686,0
698834,0
699013,0
699180,1
699687,0
699753,0
699807,1
700435,0
700804,1
701111,1
701455,0
701476,0
701817,1
702007,0
702749,0
703055,0
703228,1
703468,1
704508,0
704762,0
705148,1
705584,0
705871,1
705956,1
706243,0
707497,1
707815,1
708099,1
708333,1
708995,0
709446,1
710376,1
710837,0
711862,1
714189,1
714316,1
714613,0
714671,1
715018,0
715086,1
715636,0
716144,0
716476,0
716497,0
717217,1
717242,1
718189,1
718239,0
718351,0
718612,0
718647,1
718700,0
718721,0
718785,1
719630,0
719790,0
719792,0
719967,0
720284,1
720749,0
720825,0
720985,1
721414,0
721450,1
722253,0
722270,1
722623,0
722917,0
723259,0
723583,0
724004,0
724679,0
724800,1
725169,0
725170,0
725387,1
726659,0
727303,0
728102,0
728589,0
729236,0
729369,0
730405,0
730429,0
730546,0
730714,0
730801,0
732082,1
732599,0
733449,0
734032,1
734462,0
734803,1
734952,0
734963,0
735178,1
735555,0
736656,0
737881,1
738040,0
738215,0
739415,1
739544,1
739791,0
739806,0
739944,1
740217,0
740601,0
741020,0
741074,0
741142,1
741246,1
741561,0
741656,0
741912,0
743500,0
743572,0
743608,0
743676,1
743720,0
744039,0
744132,1
744140,0
744911,0
744915,1
745711,0
745787,1
745986,0
745998,1
746622,0
746652,0
746892,0
747109,0
747601,0
747959,0
747984,0
748233,1
748334,0
748984,0
749650,0
749827,0
750169,1
750627,1
750766,1
750874,1
751262,1
751327,0
751538,1
751948,1
752321,0
753017,1
753073,1
753410,0
753431,0
753523,0
754331,0
754954,0
755544,0
757118,0
757338,0
758089,0
758839,1
758915,0
759459,0
759538,1
759780,1
760027,1
760554,0
761072,0
761315,0
761884,1
762230,0
762507,0
763301,0
763479,1
763504,1
765263,1
765467,0
765875,0
766317,1
766464,0
766856,0
767696,0
768105,0
768936,0
769230,0
769431,0
770591,0
771061,0
771778,0
771782,0
772498,0
773274,0
773868,0
774098,0
774276,0
774581,1
774703,0
775843,1
776137,0
776242,1
777118,0
777716,0
777766,0
777998,0
778067,0
778306,1
778534,0
778795,0
779244,0
779520,0
779606,0
780112,0
780376,0
780557,0
780723,0
781302,1
781811,0
782164,1
782609,0
783094,1
783823,1
784619,0
784901,0
784980,0
785135,0
785965,1
786535,0
786840,0
786975,1
787468,0
787475,1
787861,0
787956,1
789016,1
789614,0
789856,0
789860,1
790472,1
790615,0
790710,0
790948,0
791114,0
791775,1
791883,0
792110,0
792564,0
792775,0
792940,0
793692,0
793989,1
794763,0
794844,0
794980,0
795203,1
797005,1
797007,0
797410,1
797911,1
798375,0
798688,0
798716,0
798999,1
799810,0
799901,0
800754,0
800776,0
801443,0
802023,1
802392,1
802785,1
803233,1
803814,0
803868,0
805150,0
805761,0
805889,0
805960,1
806192,0
806404,0
806488,0
806955,0
806960,0
807075,0
807316,1
807550,0
807572,0
807768,0
808084,0
808085,0
808261,0
808498,1
808536,0
808729,0
809012,0
809046,1
809082,0
809360,0
809426,0
809545,0
809578,1
809960,0
810575,1
810930,1
811637,1
812096,0
812775,1
813443,1
815562,0
815724,1
815731,0
815790,0
816509,1
816572,0
816595,0
816977,1
817297,1
817310,0
817407,1
817525,0
817831,0
818413,1
818914,0
819286,0
819770,0
819839,0
819870,0
820255,0
820519,0
820629,0
820928,0
821604,0
821836,0
822119,0
822123,0
822281,0
822313,0
822321,0
823006,0
823147,0
823538,0
823619,0
823726,0
823839,0
824375,0
824508,0
825129,1
825443,0
825826,1
826259,1
826542,1
826807,0
827080,0
827141,0
828166,1
828337,1
828566,1
828638,0
828776,1
828790,1
828854,0
829201,0
829482,0
829855,0
829900,1
829902,0
829911,0
830066,0
830129,1
831379,1
831546,0
831738,0
831819,0
832313,0
834028,1
834551,1
834594,0
834626,0
834856,0
834893,0
836164,1
836422,0
836976,0
836990,0
837151,1
837291,1
837611,0
838584,0
838619,0
838750,0
839368,0
840501,0
840643,0
841699,1
841738,1
842059,0
842183,1
842319,0
842397,1
842569,0
843004,1
843090,1
843249,0
843378,1
843422,1
843640,0
843805,0
844159,0
844271,0
844702,0
845251,0
845970,0
846051,1
846090,0
846205,1
846982,0
847220,0
848037,1
848241,0
848289,0
848559,0
848688,0
849489,0
850828,0
851626,1
851703,0
852300,1
852615,0
852877,0
853071,0
853241,0
853358,0
853948,0
854413,0
856961,0
857051,1
857522,0
858511,0
858693,0
858812,1
859069,0
859446,1
859913,0
860265,1
860349,1
860831,1
861217,0
861316,0
861552,0
861720,0
861904,0
861973,0
862722,0
862906,0
863452,1
863580,0
863963,0
864074,0
864295,0
864378,0
864487,0
866133,0
866292,0
866794,0
867018,0
867202,0
867433,0
867469,0
869773,0
869837,0
869883,1
870195,0
870600,0
870999,0
871456,1
871796,0
872083,0
873040,1
873471,0
873622,1
873650,0
874566,0
874759,1
874769,1
875055,0
875221,1
875259,1
875534,0
875920,0
876173,1
876235,0
876785,0
877351,0
878301,0
878571,0
879034,1
879087,0
879641,0
880523,0
880535,0
880925,0
881057,0
881563,0
882025,0
882082,1
882200,1
882354,0
882612,1
882767,1
882939,1
882985,0
883011,0
883189,0
883254,0
883739,0
883773,0
884881,0
885564,1
885575,0
885589,0
886138,0
886185,1
886616,1
886924,0
887021,0
887319,0
887550,1
887605,1
887670,1
887671,0
888119,0
888738,1
888744,0
888904,0
889211,0
889271,0
889478,1
889773,0
891230,0
891781,1
892186,1
893202,1
893426,0
893635,0
893686,0
893870,1
893876,0
894813,0
897243,1
897407,0
897598,0
898036,0
898290,1
898300,0
898595,1
898960,0
899327,0
899884,0
899958,0
900681,1
902895,1
903339,0
903350,1
903989,1
904007,1
904374,1
904409,0
904664,0
905413,0
907562,0
907968,0
908061,1
908415,1
908608,1
908660,1
908709,0
908770,1
908772,0
908893,1
910263,0
910550,0
910872,0
910877,1
911208,0
911666,0
912673,1
913109,1
913446,0
913704,1
914309,0
914638,1
914747,0
914926,0
915256,0
915274,0
915300,0
915511,1
915584,0
915892,0
916018,0
916366,0
916483,0
917202,1
918073,1
918104,0
918418,1
918996,0
919048,0
919081,0
920103,0
920466,0
921574,1
922639,0
922832,1
924580,0
924852,0
924947,1
925081,0
925323,1
925707,0
926522,0
927407,0
927516,0
927541,0
927703,0
927899,1
928070,1
928205,0
928670,1
929038,1
929152,0
929741,0
930021,1
930347,0
930489,1
930596,1
931254,0
931561,0
931686,1
932489,0
933031,0
933462,0
934229,0
934609,1
934840,1
934958,0
935909,0
935970,1
936490,0
936505,0
936595,0
936963,0
937877,0
938088,0
938227,0
938268,0
938393,0
938655,1
938741,0
938970,0
939298,0
940064,1
940098,0
940136,1
940664,0
940850,1
941284,1
942272,0
942896,1
943003,0
943655,0
943794,0
944089,0
944222,0
944227,0
945109,0
945455,0
945979,0
947050,0
947738,1
948952,0
949210,0
949250,0
949577,1
950138,0
951327,0
952439,0
952673,0
952747,0
953023,1
953053,0
953368,0
953375,1
953658,1
954858,0
955190,0
955795,0
955836,0
957006,0
957204,0
957488,0
957541,0
958011,0
958379,0
959466,0
960482,0
960580,0
960724,0
961681,1
962198,1
962255,0
962487,1
963061,0
963874,0
963965,1
964325,0
964596,1
965179,0
965283,1
965579,0
965832,1
965865,1
966341,0
966372,1
966894,0
966927,1
967001,0
967459,0
967593,0
967893,0
967923,0
968652,1
970062,1
970290,0
970695,0
971242,0
971751,0
972585,0
973461,1
973686,0
973942,0
974276,1
974323,1
974365,1
974891,0
975686,0
975743,0
975800,0
975989,1
976192,1
977176,0
977189,1
977193,1
977939,1
978067,0
978584,0
978616,0
979164,1
979208,0
979778,1
980310,1
980423,1
981314,0
981679,0
982129,0
982290,1
982360,1
982870,0
983062,1
983088,0
983416,1
984456,0
984576,1
984993,0
985046,1
985074,0
985404,1
985864,0
985881,0
985965,1
986002,0
986196,0
986222,1
986278,0
986678,0
987364,1
987843,0
987879,0
988635,1
988731,0
989686,0
989958,1
990120,0
990728,1
991383,0
991771,0
991869,1
992452,1
992511,0
992767,1
993253,0
993861,0
994090,1
994100,0
994250,0
995004,0
995182,1
995510,1
995709,0
995753,0
995889,0
997167,1
997399,0
997642,0
997742,1
998143,0
998717,0
999403,1
999541,1
1001101,1
1001212,0
1001339,0
1002001,1
1002041,0
1002842,0
1003083,0
1003756,0
1004456,0
1004478,0
1006286,1
1006430,1
1007016,1
1007207,1
1007551,0
1008127,1
1008228,0
1008297,0
1009045,0
1009318,0
1009461,1
1009911,0
1010276,0
1011140,1
1011388,0
1012168,0
1012399,0
1012445,0
1013029,0
1013448,0
1014343,0
1014410,0
1015109,0
1015179,1
1015208,1
1015227,0
1015298,0
1015574,0
1015744,1
1016073,0
1016217,0
1016444,1
1017424,1
1019766,0
1020743,0
1020828,1
1020887,1
1021314,0
1021747,0
1021867,1
1022723,1
1022744,0
1023460,0
1023699,0
1024268,0
1024486,0
1024898,1
1025180,0
1025467,0
1025577,0
1025703,0
1026177,0
1026701,0
1027595,0
1027958,0
1028720,1
1029999,1
1030222,0
1031274,0
1031663,1
1031921,0
